"CustomID","OBJECTID","Shape","DEPCODE","Country","State","County","City","Cases"
"42Santos",517,"Point",42,"USA","Florida","Marion","Santos","0"
"42Shady",518,"Point",42,"USA","Florida","Marion","Shady","0"
"42Silver Springs",30,"Point",42,"USA","Florida","Marion","Silver Springs","29"
"42Silver Springs Shores",522,"Point",42,"USA","Florida","Marion","Silver Springs Shores","0"
"42Silver Springs Shores",1571,"Point",42,"USA","Florida","Marion","Silver Springs Shores","0"
"42Sparr",492,"Point",42,"USA","Florida","Marion","Sparr","0"
"42Starkes Ferry",1576,"Point",42,"USA","Florida","Marion","Starkes Ferry","0"
"42Summerfield",39,"Point",42,"USA","Florida","Marion","Summerfield","152"
"42Weirsdale",40,"Point",42,"USA","Florida","Marion","Weirsdale","17"
"43Bluefield",1582,"Point",43,"USA","Florida","Martin","Bluefield","0"
"43Gomez",784,"Point",43,"USA","Florida","Martin","Gomez","0"
"43Hobe Sound",326,"Point",43,"USA","Florida","Martin","Hobe Sound","205"
"43Indiantown",335,"Point",43,"USA","Florida","Martin","Indiantown","840"
"43Jensen Beach",314,"Point",43,"USA","Florida","Martin","Jensen Beach","124"
"43Jupiter",1583,"Point",43,"USA","Florida","Martin","Jupiter","0"
"43Jupiter Island",788,"Point",43,"USA","Florida","Martin","Jupiter Island","0"
"43Marcy",1580,"Point",43,"USA","Florida","Martin","Marcy","0"
"43North River Shores",779,"Point",43,"USA","Florida","Martin","North River Shores","0"
"43Ocean Breeze Park",774,"Point",43,"USA","Florida","Martin","Ocean Breeze Park","0"
"43Okeechobee",1579,"Point",43,"USA","Florida","Martin","Okeechobee","1"
"43Palm City",321,"Point",43,"USA","Florida","Martin","Palm City","288"
"43Port Mayaca",804,"Point",43,"USA","Florida","Martin","Port Mayaca","0"
"43Port Salerno",786,"Point",43,"USA","Florida","Martin","Port Salerno","1"
"43Port Sewall",782,"Point",43,"USA","Florida","Martin","Port Sewall","0"
"43Sewalls Point",776,"Point",43,"USA","Florida","Martin","Sewalls Point","1"
"43Stuart",318,"Point",43,"USA","Florida","Martin","Stuart","1542"
"43Tequesta",1584,"Point",43,"USA","Florida","Martin","Tequesta","0"
"43Zana",1581,"Point",43,"USA","Florida","Martin","Zana","0"
"44Bay Point",1592,"Point",44,"USA","Florida","Monroe","Bay Point","0"
"44Big Coppitt Key",723,"Point",44,"USA","Florida","Monroe","Big Coppitt Key","0"
"44Big Pine Key",265,"Point",44,"USA","Florida","Monroe","Big Pine Key","20"
"44Boot Key",1590,"Point",44,"USA","Florida","Monroe","Boot Key","0"
"44Chatham",1596,"Point",44,"USA","Florida","Monroe","Chatham","0"
"44Conch Key",1587,"Point",44,"USA","Florida","Monroe","Conch Key","0"
"44Crawl Key",1588,"Point",44,"USA","Florida","Monroe","Crawl Key","0"
"44Cudjoe Key",266,"Point",44,"USA","Florida","Monroe","Cudjoe Key","3"
"44Duck Key",1586,"Point",44,"USA","Florida","Monroe","Duck Key","1"
"44Fiesta Key",1597,"Point",44,"USA","Florida","Monroe","Fiesta Key","0"
"44Flamingo",538,"Point",44,"USA","Florida","Monroe","Flamingo","0"
"44Grassy Key",1589,"Point",44,"USA","Florida","Monroe","Grassy Key","0"
"44Grayvik",1595,"Point",44,"USA","Florida","Monroe","Grayvik","0"
"44Islamorada",261,"Point",44,"USA","Florida","Monroe","Islamorada","42"
"44Key Colony Beach",263,"Point",44,"USA","Florida","Monroe","Key Colony Beach","6"
"44Key Largo",259,"Point",44,"USA","Florida","Monroe","Key Largo","133"
"44Key West",268,"Point",44,"USA","Florida","Monroe","Key West","357"
"44Layton",721,"Point",44,"USA","Florida","Monroe","Layton","1"
"44Long Key",1585,"Point",44,"USA","Florida","Monroe","Long Key","2"
"44Marathon",262,"Point",44,"USA","Florida","Monroe","Marathon","92"
"44Marathon Shores",722,"Point",44,"USA","Florida","Monroe","Marathon Shores","0"
"44Naval Air Station Key West",1593,"Point",44,"USA","Florida","Monroe","Naval Air Station Key West","0"
"44North Key Largo",720,"Point",44,"USA","Florida","Monroe","North Key Largo","0"
"44Perky",1598,"Point",44,"USA","Florida","Monroe","Perky","0"
"44Plantation Key",719,"Point",44,"USA","Florida","Monroe","Plantation Key","0"
"44Ramrod Key",1591,"Point",44,"USA","Florida","Monroe","Ramrod Key","1"
"44Stock Island",267,"Point",44,"USA","Florida","Monroe","Stock Island","22"
"44Sugarloaf",1594,"Point",44,"USA","Florida","Monroe","Sugarloaf","2"
"44Sugarloaf Shores",1599,"Point",44,"USA","Florida","Monroe","Sugarloaf Shores","0"
"44Summerland Key",264,"Point",44,"USA","Florida","Monroe","Summerland Key","15"
"44Tavernier",260,"Point",44,"USA","Florida","Monroe","Tavernier","81"
"45Amelia City",845,"Point",45,"USA","Florida","Nassau","Amelia City","0"
"45American Beach",849,"Point",45,"USA","Florida","Nassau","American Beach","0"
"45Andrews",1607,"Point",45,"USA","Florida","Nassau","Andrews","0"
"45Becker",843,"Point",45,"USA","Florida","Nassau","Becker","0"
"45Boulogne",842,"Point",45,"USA","Florida","Nassau","Boulogne","0"
"45Bryceville",392,"Point",45,"USA","Florida","Nassau","Bryceville","16"
"45Callahan",386,"Point",45,"USA","Florida","Nassau","Callahan","102"
"45Chester",1601,"Point",45,"USA","Florida","Nassau","Chester","0"
"45Dyal",1606,"Point",45,"USA","Florida","Nassau","Dyal","0"
"45Evergreen",1604,"Point",45,"USA","Florida","Nassau","Evergreen","0"
"45Fernandina",1600,"Point",45,"USA","Florida","Nassau","Fernandina","1"
"45Fernandina Beach",385,"Point",45,"USA","Florida","Nassau","Fernandina Beach","307"
"45Hedges",1602,"Point",45,"USA","Florida","Nassau","Hedges","0"
"45Hilliard",383,"Point",45,"USA","Florida","Nassau","Hilliard","80"
"45Italia",846,"Point",45,"USA","Florida","Nassau","Italia","0"
"45Keene",1609,"Point",45,"USA","Florida","Nassau","Keene","0"
"45Kent",1608,"Point",45,"USA","Florida","Nassau","Kent","0"
"45Kings Ferry",1605,"Point",45,"USA","Florida","Nassau","Kings Ferry","0"
"45Oneil",1603,"Point",45,"USA","Florida","Nassau","Oneil","0"
"45Ratliff",847,"Point",45,"USA","Florida","Nassau","Ratliff","0"
"45Yulee",384,"Point",45,"USA","Florida","Nassau","Yulee","161"
"46Baker",1610,"Point",46,"USA","Florida","Okaloosa","Baker","40"
"46Beaver Creek",1631,"Point",46,"USA","Florida","Okaloosa","Beaver Creek","0"
"46Cannon Town",1632,"Point",46,"USA","Florida","Okaloosa","Cannon Town","0"
"46Cinco Bayou",1627,"Point",46,"USA","Florida","Okaloosa","Cinco Bayou","0"
"46Crestview",989,"Point",46,"USA","Florida","Okaloosa","Crestview","343"
"46Destin",986,"Point",46,"USA","Florida","Okaloosa","Destin","282"
"46Dorcas",1613,"Point",46,"USA","Florida","Okaloosa","Dorcas","0"
"46El Matador Beach",1636,"Point",46,"USA","Florida","Okaloosa","El Matador Beach","0"
"46Elgin Air Force Base",1617,"Point",46,"USA","Florida","Okaloosa","Elgin Air Force Base","0"
"46Fort Walton Beach",985,"Point",46,"USA","Florida","Okaloosa","Fort Walton Beach","641"
"46Galliver",1611,"Point",46,"USA","Florida","Okaloosa","Galliver","0"
"46Garden City",1614,"Point",46,"USA","Florida","Okaloosa","Garden City","0"
"46Garnier",1624,"Point",46,"USA","Florida","Okaloosa","Garnier","0"
"46Holt",1612,"Point",46,"USA","Florida","Okaloosa","Holt","11"
"46Hurlburt Field",1619,"Point",46,"USA","Florida","Okaloosa","Hurlburt Field","1"
"46Laurel Hill",1633,"Point",46,"USA","Florida","Okaloosa","Laurel Hill","17"
"46Longwood",1625,"Point",46,"USA","Florida","Okaloosa","Longwood","0"
"46Mary Esther",1626,"Point",46,"USA","Florida","Okaloosa","Mary Esther","99"
"46Milligan",1635,"Point",46,"USA","Florida","Okaloosa","Milligan","1"
"46Niceville",1180,"Point",46,"USA","Florida","Okaloosa","Niceville","193"
"46Nubbin Ridge",1615,"Point",46,"USA","Florida","Okaloosa","Nubbin Ridge","0"
"46Ocean City",1638,"Point",46,"USA","Florida","Okaloosa","Ocean City","0"
"46Okaloo",1634,"Point",46,"USA","Florida","Okaloosa","Okaloo","0"
"46Seminole",1181,"Point",46,"USA","Florida","Okaloosa","Seminole","0"
"46Shalimar",1622,"Point",46,"USA","Florida","Okaloosa","Shalimar","102"
"46Silver Springs",1616,"Point",46,"USA","Florida","Okaloosa","Silver Springs","0"
"46Valparaiso",1629,"Point",46,"USA","Florida","Okaloosa","Valparaiso","16"
"46Villa Tasso",1628,"Point",46,"USA","Florida","Okaloosa","Villa Tasso","0"
"46Wright",1637,"Point",46,"USA","Florida","Okaloosa","Wright","0"
"46Wynnehaven Beach",1618,"Point",46,"USA","Florida","Okaloosa","Wynnehaven Beach","0"
"47Basinger",772,"Point",47,"USA","Florida","Okeechobee","Basinger","0"
"47Cypress Quarters",783,"Point",47,"USA","Florida","Okeechobee","Cypress Quarters","0"
"47Fort Drum",762,"Point",47,"USA","Florida","Okeechobee","Fort Drum","0"
"47Mildred",1639,"Point",47,"USA","Florida","Okeechobee","Mildred","0"
"47Okeechobee",323,"Point",47,"USA","Florida","Okeechobee","Okeechobee","636"
"47Taylor Creek",787,"Point",47,"USA","Florida","Okeechobee","Taylor Creek","0"
"48Alafaya",1645,"Point",48,"USA","Florida","Orange","Alafaya","13"
"48Alamaonte Springs",1649,"Point",48,"USA","Florida","Orange","Alamaonte Springs","0"
"48Aloma",1646,"Point",48,"USA","Florida","Orange","Aloma","2"
"48Apopka",80,"Point",48,"USA","Florida","Orange","Apopka","1320"
"48Azalea Park",94,"Point",48,"USA","Florida","Orange","Azalea Park","3"
"48Bay Hill",576,"Point",48,"USA","Florida","Orange","Bay Hill","0"
"48Bay Lake",579,"Point",48,"USA","Florida","Orange","Bay Lake","1"
"48Bay Ridge",1664,"Point",48,"USA","Florida","Orange","Bay Ridge","0"
"48Belle Isle",118,"Point",48,"USA","Florida","Orange","Belle Isle","42"
"48Bithlo",548,"Point",48,"USA","Florida","Orange","Bithlo","0"
"48Celebration",1652,"Point",48,"USA","Florida","Orange","Celebration","3"
"48Christmas",1644,"Point",48,"USA","Florida","Orange","Christmas","27"
"48Clarcona",549,"Point",48,"USA","Florida","Orange","Clarcona","1"
"48Conway",558,"Point",48,"USA","Florida","Orange","Conway","0"
"48Crown Point",1657,"Point",48,"USA","Florida","Orange","Crown Point","0"
"48Disney",1651,"Point",48,"USA","Florida","Orange","Disney","0"
"48Doctor Phillips",569,"Point",48,"USA","Florida","Orange","Doctor Phillips","0"
"48Eatonville",89,"Point",48,"USA","Florida","Orange","Eatonville","3"
"48Edgewood",109,"Point",48,"USA","Florida","Orange","Edgewood","11"
"48Fairview Shores",552,"Point",48,"USA","Florida","Orange","Fairview Shores","0"
"48Forest City",1653,"Point",48,"USA","Florida","Orange","Forest City","2"
"48Goldenrod",1642,"Point",48,"USA","Florida","Orange","Goldenrod","0"
"48Gotha",1655,"Point",48,"USA","Florida","Orange","Gotha","67"
"48Hiawassee",1658,"Point",48,"USA","Florida","Orange","Hiawassee","5"
"48Holden Heights",563,"Point",48,"USA","Florida","Orange","Holden Heights","0"
"48Hunters Creek",1650,"Point",48,"USA","Florida","Orange","Hunters Creek","0"
"48Kissimmee",1656,"Point",48,"USA","Florida","Orange","Kissimmee","18"
"48Lake Buena Vista",575,"Point",48,"USA","Florida","Orange","Lake Buena Vista","0"
"48Lockhart",547,"Point",48,"USA","Florida","Orange","Lockhart","2"
"48Maitland",85,"Point",48,"USA","Florida","Orange","Maitland","411"
"48Meadow Wood",574,"Point",48,"USA","Florida","Orange","Meadow Wood","0"
"48Morningside Park",1661,"Point",48,"USA","Florida","Orange","Morningside Park","0"
"48Mount Dora",1659,"Point",48,"USA","Florida","Orange","Mount Dora","1"
"48Oak Ridge",567,"Point",48,"USA","Florida","Orange","Oak Ridge","0"
"48Oakland",103,"Point",48,"USA","Florida","Orange","Oakland","46"
"48Ocoee",99,"Point",48,"USA","Florida","Orange","Ocoee","795"
"48Orlando",97,"Point",48,"USA","Florida","Orange","Orlando","17441"
"48Orlovista",555,"Point",48,"USA","Florida","Orange","Orlovista","0"
"48Pine Castle",114,"Point",48,"USA","Florida","Orange","Pine Castle","1"
"48Pine Hills",107,"Point",48,"USA","Florida","Orange","Pine Hills","3"
"48Plymouth",78,"Point",48,"USA","Florida","Orange","Plymouth","4"
"48Riverside Acres",1648,"Point",48,"USA","Florida","Orange","Riverside Acres","0"
"48Rosemont",1647,"Point",48,"USA","Florida","Orange","Rosemont","0"
"48Sand Lake",1662,"Point",48,"USA","Florida","Orange","Sand Lake","2"
"48Sky Lake",564,"Point",48,"USA","Florida","Orange","Sky Lake","0"
"48South Apopka",545,"Point",48,"USA","Florida","Orange","South Apopka","0"
"48Taft",566,"Point",48,"USA","Florida","Orange","Taft","0"
"48Tangelo Park",565,"Point",48,"USA","Florida","Orange","Tangelo Park","0"
"48Tangerine",1660,"Point",48,"USA","Florida","Orange","Tangerine","2"
"48Union Park",91,"Point",48,"USA","Florida","Orange","Union Park","2"
"48University of Central Florida",1640,"Point",48,"USA","Florida","Orange","University of Central Florida","0"
"48Vineland",1663,"Point",48,"USA","Florida","Orange","Vineland","0"
"48Wedgefield",1643,"Point",48,"USA","Florida","Orange","Wedgefield","0"
"48Williamsburg",570,"Point",48,"USA","Florida","Orange","Williamsburg","0"
"48Windermere",116,"Point",48,"USA","Florida","Orange","Windermere","597"
"48Winter Garden",104,"Point",48,"USA","Florida","Orange","Winter Garden","879"
"48Winter Park",90,"Point",48,"USA","Florida","Orange","Winter Park","934"
"48Zellwood",69,"Point",48,"USA","Florida","Orange","Zellwood","39"
"49Buena Ventura Lakes",588,"Point",49,"USA","Florida","Osceola","Buena Ventura Lakes","5"
"49Campbell",592,"Point",49,"USA","Florida","Osceola","Campbell","0"
"49Celebration",1193,"Point",49,"USA","Florida","Osceola","Celebration","32"
"49Champions Gate",1667,"Point",49,"USA","Florida","Osceola","Champions Gate","0"
"49Deer Park",601,"Point",49,"USA","Florida","Osceola","Deer Park","0"
"49Harmony",1665,"Point",49,"USA","Florida","Osceola","Harmony","6"
"49Holopaw",599,"Point",49,"USA","Florida","Osceola","Holopaw","0"
"49Intercession City",129,"Point",49,"USA","Florida","Osceola","Intercession City","8"
"49Kenansville",156,"Point",49,"USA","Florida","Osceola","Kenansville","4"
"49Kindred",1666,"Point",49,"USA","Florida","Osceola","Kindred","13"
"49Kissimmee",125,"Point",49,"USA","Florida","Osceola","Kissimmee","4845"
"49Narcoossee",581,"Point",49,"USA","Florida","Osceola","Narcoossee","0"
"49Poinciana",139,"Point",49,"USA","Florida","Osceola","Poinciana","5"
"49Reunion",1668,"Point",49,"USA","Florida","Osceola","Reunion","7"
"49Saint Cloud",126,"Point",49,"USA","Florida","Osceola","Saint Cloud","902"
"4Brooker",446,"Point",4,"USA","Florida","Bradford","Brooker","7"
"4Hampton",444,"Point",4,"USA","Florida","Bradford","Hampton","6"
"4Lawtey",430,"Point",4,"USA","Florida","Bradford","Lawtey","31"
"4New River",913,"Point",4,"USA","Florida","Bradford","New River","0"
"4Sampson",921,"Point",4,"USA","Florida","Bradford","Sampson","0"
"4Starke",440,"Point",4,"USA","Florida","Bradford","Starke","134"
"4Theressa",932,"Point",4,"USA","Florida","Bradford","Theressa","0"
"50Aberdeen",837,"Point",50,"USA","Florida","Palm Beach","Aberdeen","0"
"50Atlantis",373,"Point",50,"USA","Florida","Palm Beach","Atlantis","19"
"50Belle Glade",379,"Point",50,"USA","Florida","Palm Beach","Belle Glade","687"
"50Belle Glade Camp",839,"Point",50,"USA","Florida","Palm Beach","Belle Glade Camp","0"
"50Boca Del Mar",659,"Point",50,"USA","Florida","Palm Beach","Boca Del Mar","0"
"50Boca Pointe",662,"Point",50,"USA","Florida","Palm Beach","Boca Pointe","0"
"50Boca Raton",186,"Point",50,"USA","Florida","Palm Beach","Boca Raton","3211"
"50Boca West",653,"Point",50,"USA","Florida","Palm Beach","Boca West","0"
"50Boynton Beach",382,"Point",50,"USA","Florida","Palm Beach","Boynton Beach","2241"
"50Briny Breezes",636,"Point",50,"USA","Florida","Palm Beach","Briny Breezes","0"
"50Canal Point",354,"Point",50,"USA","Florida","Palm Beach","Canal Point","23"
"50Century Village",822,"Point",50,"USA","Florida","Palm Beach","Century Village","0"
"50Cloud Lake",361,"Point",50,"USA","Florida","Palm Beach","Cloud Lake","4"
"50Country Club Trail",844,"Point",50,"USA","Florida","Palm Beach","Country Club Trail","0"
"50Cypress Lakes",821,"Point",50,"USA","Florida","Palm Beach","Cypress Lakes","0"
"50Delray Beach",183,"Point",50,"USA","Florida","Palm Beach","Delray Beach","1712"
"50Delray Shores",1674,"Point",50,"USA","Florida","Palm Beach","Delray Shores","0"
"50Glen Ridge",826,"Point",50,"USA","Florida","Palm Beach","Glen Ridge","0"
"50Golden Lakes",825,"Point",50,"USA","Florida","Palm Beach","Golden Lakes","0"
"50Golf",639,"Point",50,"USA","Florida","Palm Beach","Golf","0"
"50Golfview",823,"Point",50,"USA","Florida","Palm Beach","Golfview","0"
"50Greenacres",369,"Point",50,"USA","Florida","Palm Beach","Greenacres","35"
"50Gulf Stream",637,"Point",50,"USA","Florida","Palm Beach","Gulf Stream","3"
"50Hamptons At Boca Raton",654,"Point",50,"USA","Florida","Palm Beach","Hamptons At Boca Raton","0"
"50Haverhill",359,"Point",50,"USA","Florida","Palm Beach","Haverhill","13"
"50High Point",646,"Point",50,"USA","Florida","Palm Beach","High Point","0"
"50Highland Beach",652,"Point",50,"USA","Florida","Palm Beach","Highland Beach","0"
"50Hypoluxo",376,"Point",50,"USA","Florida","Palm Beach","Hypoluxo","21"
"50Juno Beach",344,"Point",50,"USA","Florida","Palm Beach","Juno Beach","21"
"50Jupiter",1351,"Point",50,"USA","Florida","Palm Beach","Jupiter","1272"
"50Jupiter",340,"Point",50,"USA","Florida","Palm Beach","Jupiter","1272"
"50Jupiter Inlet Beach Colony",801,"Point",50,"USA","Florida","Palm Beach","Jupiter Inlet Beach Colony","0"
"50Kings Point",648,"Point",50,"USA","Florida","Palm Beach","Kings Point","0"
"50Kingsland",1672,"Point",50,"USA","Florida","Palm Beach","Kingsland","0"
"50Lake Clarke Shores",827,"Point",50,"USA","Florida","Palm Beach","Lake Clarke Shores","0"
"50Lake Harbor",838,"Point",50,"USA","Florida","Palm Beach","Lake Harbor","2"
"50Lake Park",348,"Point",50,"USA","Florida","Palm Beach","Lake Park","77"
"50Lake Worth",367,"Point",50,"USA","Florida","Palm Beach","Lake Worth","3588"
"50Lake Worth Beach",1669,"Point",50,"USA","Florida","Palm Beach","Lake Worth Beach","1215"
"50Lakeside Green",820,"Point",50,"USA","Florida","Palm Beach","Lakeside Green","0"
"50Lantana",371,"Point",50,"USA","Florida","Palm Beach","Lantana","282"
"50Limestone Creek",1352,"Point",50,"USA","Florida","Palm Beach","Limestone Creek","0"
"50Loxahatchee",363,"Point",50,"USA","Florida","Palm Beach","Loxahatchee","402"
"50Loxahatchee Groves",1670,"Point",50,"USA","Florida","Palm Beach","Loxahatchee Groves","2"
"50Manalapan",375,"Point",50,"USA","Florida","Palm Beach","Manalapan","2"
"50Mangonia Park",350,"Point",50,"USA","Florida","Palm Beach","Mangonia Park","9"
"50Mission Bay",658,"Point",50,"USA","Florida","Palm Beach","Mission Bay","0"
"50North Palm Beach",346,"Point",50,"USA","Florida","Palm Beach","North Palm Beach","181"
"50Ocean Ridge",380,"Point",50,"USA","Florida","Palm Beach","Ocean Ridge","7"
"50Okeelanta",642,"Point",50,"USA","Florida","Palm Beach","Okeelanta","0"
"50Pahokee",358,"Point",50,"USA","Florida","Palm Beach","Pahokee","338"
"50Palm Beach",355,"Point",50,"USA","Florida","Palm Beach","Palm Beach","64"
"50Palm Beach Gardens",349,"Point",50,"USA","Florida","Palm Beach","Palm Beach Gardens","839"
"50Palm Beach Shores",352,"Point",50,"USA","Florida","Palm Beach","Palm Beach Shores","1"
"50Palm Springs",368,"Point",50,"USA","Florida","Palm Beach","Palm Springs","174"
"50Rainbow Homes",1675,"Point",50,"USA","Florida","Palm Beach","Rainbow Homes","0"
"50Rainbow Lakes",841,"Point",50,"USA","Florida","Palm Beach","Rainbow Lakes","0"
"50Riviera Beach",351,"Point",50,"USA","Florida","Palm Beach","Riviera Beach","340"
"50Royal Palm Beach",68,"Point",50,"USA","Florida","Palm Beach","Royal Palm Beach","950"
"50Sandalfoot Cove",660,"Point",50,"USA","Florida","Palm Beach","Sandalfoot Cove","0"
"50Singer Island",1671,"Point",50,"USA","Florida","Palm Beach","Singer Island","11"
"50South Bay",381,"Point",50,"USA","Florida","Palm Beach","South Bay","315"
"50South Palm Beach",377,"Point",50,"USA","Florida","Palm Beach","South Palm Beach","2"
"50Sun Valley",848,"Point",50,"USA","Florida","Palm Beach","Sun Valley","0"
"50Tequesta",334,"Point",50,"USA","Florida","Palm Beach","Tequesta","69"
"50Villages Of Oriole",655,"Point",50,"USA","Florida","Palm Beach","Villages Of Oriole","0"
"50Wellington",365,"Point",50,"USA","Florida","Palm Beach","Wellington","666"
"50West Delray Beach",1673,"Point",50,"USA","Florida","Palm Beach","West Delray Beach","4"
"50West Palm Beach",356,"Point",50,"USA","Florida","Palm Beach","West Palm Beach","6241"
"50Whisper Walk",651,"Point",50,"USA","Florida","Palm Beach","Whisper Walk","0"
"51Alderman",1677,"Point",51,"USA","Florida","Pasco","Alderman","0"
"51Aripeka",600,"Point",51,"USA","Florida","Pasco","Aripeka","0"
"51Bayonet Point",143,"Point",51,"USA","Florida","Pasco","Bayonet Point","7"
"51Beacon Square",614,"Point",51,"USA","Florida","Pasco","Beacon Square","0"
"51Blanton",591,"Point",51,"USA","Florida","Pasco","Blanton","0"
"51Crystal Springs",610,"Point",51,"USA","Florida","Pasco","Crystal Springs","5"
"51Dade City",132,"Point",51,"USA","Florida","Pasco","Dade City","369"
"51Drexel",607,"Point",51,"USA","Florida","Pasco","Drexel","0"
"51Elfers",611,"Point",51,"USA","Florida","Pasco","Elfers","3"
"51Holiday",162,"Point",51,"USA","Florida","Pasco","Holiday","317"
"51Hudson",140,"Point",51,"USA","Florida","Pasco","Hudson","390"
"51Jasmine Estates",609,"Point",51,"USA","Florida","Pasco","Jasmine Estates","0"
"51Lacoochee",583,"Point",51,"USA","Florida","Pasco","Lacoochee","3"
"51Land O Lakes",617,"Point",51,"USA","Florida","Pasco","Land O Lakes","770"
"51Lumberton",604,"Point",51,"USA","Florida","Pasco","Lumberton","0"
"51Lutz",1676,"Point",51,"USA","Florida","Pasco","Lutz","6"
"51New Port Richey",155,"Point",51,"USA","Florida","Pasco","New Port Richey","1163"
"51Odessa",154,"Point",51,"USA","Florida","Pasco","Odessa","15"
"51Pasco",603,"Point",51,"USA","Florida","Pasco","Pasco","0"
"51Port Richey",147,"Point",51,"USA","Florida","Pasco","Port Richey","393"
"51Rainbow Oaks",1679,"Point",51,"USA","Florida","Pasco","Rainbow Oaks","0"
"51Saint Leo",135,"Point",51,"USA","Florida","Pasco","Saint Leo","3"
"51San Antonio",136,"Point",51,"USA","Florida","Pasco","San Antonio","28"
"51Seven Springs",1678,"Point",51,"USA","Florida","Pasco","Seven Springs","1"
"51Spring Hill",1708,"Point",51,"USA","Florida","Pasco","Spring Hill","89"
"51Trilby",584,"Point",51,"USA","Florida","Pasco","Trilby","3"
"51Trinity",1680,"Point",51,"USA","Florida","Pasco","Trinity","60"
"51Wesley Chapel",992,"Point",51,"USA","Florida","Pasco","Wesley Chapel","693"
"51Zephyrhills",144,"Point",51,"USA","Florida","Pasco","Zephyrhills","405"
"52Baskin",758,"Point",52,"USA","Florida","Pinellas","Baskin","0"
"52Bay Pines",300,"Point",52,"USA","Florida","Pinellas","Bay Pines","4"
"52Belleair",286,"Point",52,"USA","Florida","Pinellas","Belleair","17"
"52Belleair Beach",289,"Point",52,"USA","Florida","Pinellas","Belleair Beach","16"
"52Belleair Bluffs",288,"Point",52,"USA","Florida","Pinellas","Belleair Bluffs","3"
"52Belleair Shores",760,"Point",52,"USA","Florida","Pinellas","Belleair Shores","0"
"52Clearwater",283,"Point",52,"USA","Florida","Pinellas","Clearwater","2524"
"52Clearwater Beach",1681,"Point",52,"USA","Florida","Pinellas","Clearwater Beach","100"
"52Crystal Beach",176,"Point",52,"USA","Florida","Pinellas","Crystal Beach","14"
"52Curlew",734,"Point",52,"USA","Florida","Pinellas","Curlew","0"
"52Dunedin",277,"Point",52,"USA","Florida","Pinellas","Dunedin","337"
"52Feather Sound",753,"Point",52,"USA","Florida","Pinellas","Feather Sound","0"
"52Gandy",756,"Point",52,"USA","Florida","Pinellas","Gandy","0"
"52Gulfport",310,"Point",52,"USA","Florida","Pinellas","Gulfport","74"
"52Harbor Bluffs",761,"Point",52,"USA","Florida","Pinellas","Harbor Bluffs","0"
"52Highpoint",754,"Point",52,"USA","Florida","Pinellas","Highpoint","0"
"52Indian Rocks Beach",296,"Point",52,"USA","Florida","Pinellas","Indian Rocks Beach","40"
"52Indian Shores",293,"Point",52,"USA","Florida","Pinellas","Indian Shores","1"
"52Kenneth City",298,"Point",52,"USA","Florida","Pinellas","Kenneth City","56"
"52Largo",291,"Point",52,"USA","Florida","Pinellas","Largo","1386"
"52Lealman",295,"Point",52,"USA","Florida","Pinellas","Lealman","2"
"52Madeira Beach",305,"Point",52,"USA","Florida","Pinellas","Madeira Beach","21"
"52North Redington Beach",303,"Point",52,"USA","Florida","Pinellas","North Redington Beach","7"
"52Oldsmar",274,"Point",52,"USA","Florida","Pinellas","Oldsmar","216"
"52Palm Harbor",177,"Point",52,"USA","Florida","Pinellas","Palm Harbor","735"
"52Pasadena",1682,"Point",52,"USA","Florida","Pinellas","Pasadena","3"
"52Pinellas Park",292,"Point",52,"USA","Florida","Pinellas","Pinellas Park","657"
"52Redington Beach",766,"Point",52,"USA","Florida","Pinellas","Redington Beach","1"
"52Redington Shores",765,"Point",52,"USA","Florida","Pinellas","Redington Shores","0"
"52Safety Harbor",280,"Point",52,"USA","Florida","Pinellas","Safety Harbor","172"
"52Saint Pete Beach",317,"Point",52,"USA","Florida","Pinellas","Saint Pete Beach","5"
"52Saint Petersburg",307,"Point",52,"USA","Florida","Pinellas","Saint Petersburg","5828"
"52Seminole",297,"Point",52,"USA","Florida","Pinellas","Seminole","662"
"52South Pasadena",309,"Point",52,"USA","Florida","Pinellas","South Pasadena","44"
"52Tampa",1683,"Point",52,"USA","Florida","Pinellas","Tampa","1"
"52Tarpon Springs",171,"Point",52,"USA","Florida","Pinellas","Tarpon Springs","381"
"52Tierra Verde",1684,"Point",52,"USA","Florida","Pinellas","Tierra Verde","8"
"52Treasure Island",308,"Point",52,"USA","Florida","Pinellas","Treasure Island","7"
"53Alcoma",624,"Point",53,"USA","Florida","Polk","Alcoma","0"
"53Alturas",179,"Point",53,"USA","Florida","Polk","Alturas","2"
"53Auburndale",151,"Point",53,"USA","Florida","Polk","Auburndale","380"
"53Avon Park",1709,"Point",53,"USA","Florida","Polk","Avon Park","66"
"53Babson Park",273,"Point",53,"USA","Florida","Polk","Babson Park","19"
"53Bartow",181,"Point",53,"USA","Florida","Polk","Bartow","454"
"53Bereah",759,"Point",53,"USA","Florida","Polk","Bereah","0"
"53Bradley",1686,"Point",53,"USA","Florida","Polk","Bradley","3"
"53Bradley Junction",752,"Point",53,"USA","Florida","Polk","Bradley Junction","0"
"53Combee Settlement",613,"Point",53,"USA","Florida","Polk","Combee Settlement","0"
"53Crooked Lake Park",737,"Point",53,"USA","Florida","Polk","Crooked Lake Park","0"
"53Crystal Lake",620,"Point",53,"USA","Florida","Polk","Crystal Lake","0"
"53Cypress Gardens",159,"Point",53,"USA","Florida","Polk","Cypress Gardens","1"
